,시간,04-01 (월)
0,최대,156.7
1,최소,-79.32
2,가중평균,117.39
3,01시 1구간,144.86
4,01시 2구간,144.86
5,01시 3구간,144.86
6,01시 4구간,144.84
7,02시 1구간,144.84
8,02시 2구간,144.84
9,02시 3구간,144.84
10,02시 4구간,144.82
11,03시 1구간,144.82
12,03시 2구간,144.82
13,03시 3구간,144.82
14,03시 4구간,144.79
15,04시 1구간,144.98
16,04시 2구간,144.98
17,04시 3구간,144.98
18,04시 4구간,144.96
19,05시 1구간,144.96
20,05시 2구간,144.96
21,05시 3구간,144.96
22,05시 4구간,144.91
23,06시 1구간,144.91
24,06시 2구간,144.91
25,06시 3구간,144.91
26,06시 4구간,144.87
27,07시 1구간,144.87
28,07시 2구간,144.87
29,07시 3구간,144.87
30,07시 4구간,144.85
31,08시 1구간,144.66
32,08시 2구간,144.66
33,08시 3구간,144.66
34,08시 4구간,144.64
35,09시 1구간,144.45
36,09시 2구간,144.45
37,09시 3구간,144.45
38,09시 4구간,0.0
39,10시 1구간,147.06
40,10시 2구간,144.24
41,10시 3구간,144.24
42,10시 4구간,144.21
43,11시 1구간,144.03
44,11시 2구간,144.03
45,11시 3구간,-77.94
46,11시 4구간,-79.32
47,12시 1구간,-79.32
48,12시 2구간,143.9
49,12시 3구간,-79.32
50,12시 4구간,-79.32
51,13시 1구간,-79.32
52,13시 2구간,-79.32
53,13시 3구간,-79.32
54,13시 4구간,-79.32
55,14시 1구간,131.1
56,14시 2구간,-79.32
57,14시 3구간,-79.32
58,14시 4구간,-79.32
59,15시 1구간,131.1
60,15시 2구간,131.1
61,15시 3구간,131.1
62,15시 4구간,131.1
63,16시 1구간,131.29
64,16시 2구간,110.39
65,16시 3구간,110.39
66,16시 4구간,110.39
67,17시 1구간,0.0
68,17시 2구간,120.06
69,17시 3구간,120.06
70,17시 4구간,143.92
71,18시 1구간,143.92
72,18시 2구간,143.92
73,18시 3구간,143.92
74,18시 4구간,143.92
75,19시 1구간,150.44
76,19시 2구간,155.93
77,19시 3구간,155.93
78,19시 4구간,155.93
79,20시 1구간,156.7
80,20시 2구간,156.7
81,20시 3구간,156.7
82,20시 4구간,156.7
83,21시 1구간,156.7
84,21시 2구간,156.7
85,21시 3구간,156.7
86,21시 4구간,156.7
87,22시 1구간,156.7
88,22시 2구간,156.7
89,22시 3구간,156.7
90,22시 4구간,0.0
91,23시 1구간,156.7
92,23시 2구간,156.7
93,23시 3구간,156.7
94,23시 4구간,156.7
95,24시 1구간,156.7
96,24시 2구간,156.7
97,24시 3구간,156.7
98,24시 4구간,156.7
