,시간,08-06 (화)
0,최대,204.54
1,최소,127.77
2,가중평균,162.6
3,01시 1구간,159.44
4,01시 2구간,159.44
5,01시 3구간,159.44
6,01시 4구간,142.76
7,02시 1구간,135.79
8,02시 2구간,135.79
9,02시 3구간,135.79
10,02시 4구간,135.79
11,03시 1구간,135.14
12,03시 2구간,135.14
13,03시 3구간,135.14
14,03시 4구간,135.14
15,04시 1구간,127.77
16,04시 2구간,127.77
17,04시 3구간,127.77
18,04시 4구간,127.77
19,05시 1구간,128.9
20,05시 2구간,128.9
21,05시 3구간,128.9
22,05시 4구간,128.9
23,06시 1구간,129.37
24,06시 2구간,129.37
25,06시 3구간,129.37
26,06시 4구간,129.37
27,07시 1구간,141.6
28,07시 2구간,141.6
29,07시 3구간,141.6
30,07시 4구간,141.6
31,08시 1구간,141.6
32,08시 2구간,141.6
33,08시 3구간,141.6
34,08시 4구간,141.6
35,09시 1구간,145.74
36,09시 2구간,145.74
37,09시 3구간,145.74
38,09시 4구간,145.74
39,10시 1구간,157.69
40,10시 2구간,157.69
41,10시 3구간,159.15
42,10시 4구간,159.11
43,11시 1구간,158.84
44,11시 2구간,158.84
45,11시 3구간,158.84
46,11시 4구간,158.68
47,12시 1구간,158.68
48,12시 2구간,158.68
49,12시 3구간,158.68
50,12시 4구간,158.54
51,13시 1구간,158.54
52,13시 2구간,158.54
53,13시 3구간,158.54
54,13시 4구간,158.68
55,14시 1구간,195.73
56,14시 2구간,195.73
57,14시 3구간,195.73
58,14시 4구간,195.73
59,15시 1구간,188.78
60,15시 2구간,188.78
61,15시 3구간,188.78
62,15시 4구간,188.78
63,16시 1구간,199.39
64,16시 2구간,199.39
65,16시 3구간,199.39
66,16시 4구간,199.39
67,17시 1구간,158.44
68,17시 2구간,158.44
69,17시 3구간,158.44
70,17시 4구간,158.67
71,18시 1구간,158.67
72,18시 2구간,158.67
73,18시 3구간,158.67
74,18시 4구간,158.54
75,19시 1구간,200.99
76,19시 2구간,200.99
77,19시 3구간,202.16
78,19시 4구간,201.22
79,20시 1구간,203.0
80,20시 2구간,202.91
81,20시 3구간,202.92
82,20시 4구간,203.03
83,21시 1구간,204.54
84,21시 2구간,159.41
85,21시 3구간,158.29
86,21시 4구간,157.44
87,22시 1구간,157.06
88,22시 2구간,157.06
89,22시 3구간,157.06
90,22시 4구간,157.06
91,23시 1구간,157.2
92,23시 2구간,157.2
93,23시 3구간,156.89
94,23시 4구간,157.2
95,24시 1구간,156.54
96,24시 2구간,156.54
97,24시 3구간,156.54
98,24시 4구간,156.37
