,시간,09-15 (일)
0,최대,220.22
1,최소,107.11
2,가중평균,145.8
3,01시 1구간,157.92
4,01시 2구간,157.78
5,01시 3구간,144.99
6,01시 4구간,144.99
7,02시 1구간,107.11
8,02시 2구간,107.11
9,02시 3구간,107.11
10,02시 4구간,107.11
11,03시 1구간,107.11
12,03시 2구간,107.11
13,03시 3구간,107.11
14,03시 4구간,107.11
15,04시 1구간,107.11
16,04시 2구간,107.11
17,04시 3구간,107.11
18,04시 4구간,107.11
19,05시 1구간,107.11
20,05시 2구간,107.11
21,05시 3구간,107.11
22,05시 4구간,107.11
23,06시 1구간,146.29
24,06시 2구간,107.11
25,06시 3구간,107.11
26,06시 4구간,107.11
27,07시 1구간,146.54
28,07시 2구간,107.11
29,07시 3구간,147.0
30,07시 4구간,147.01
31,08시 1구간,147.02
32,08시 2구간,107.11
33,08시 3구간,107.11
34,08시 4구간,107.11
35,09시 1구간,137.45
36,09시 2구간,137.45
37,09시 3구간,137.45
38,09시 4구간,146.67
39,10시 1구간,138.39
40,10시 2구간,138.39
41,10시 3구간,138.39
42,10시 4구간,138.39
43,11시 1구간,138.19
44,11시 2구간,138.19
45,11시 3구간,138.19
46,11시 4구간,138.19
47,12시 1구간,140.86
48,12시 2구간,140.86
49,12시 3구간,140.86
50,12시 4구간,140.86
51,13시 1구간,215.53
52,13시 2구간,146.23
53,13시 3구간,146.23
54,13시 4구간,220.22
55,14시 1구간,216.19
56,14시 2구간,218.5
57,14시 3구간,146.21
58,14시 4구간,146.25
59,15시 1구간,146.18
60,15시 2구간,146.18
61,15시 3구간,146.18
62,15시 4구간,146.18
63,16시 1구간,159.42
64,16시 2구간,159.42
65,16시 3구간,159.42
66,16시 4구간,158.18
67,17시 1구간,158.18
68,17시 2구간,158.18
69,17시 3구간,158.18
70,17시 4구간,158.18
71,18시 1구간,159.34
72,18시 2구간,159.34
73,18시 3구간,159.34
74,18시 4구간,159.34
75,19시 1구간,159.62
76,19시 2구간,159.62
77,19시 3구간,159.62
78,19시 4구간,159.62
79,20시 1구간,159.62
80,20시 2구간,159.62
81,20시 3구간,159.62
82,20시 4구간,159.58
83,21시 1구간,159.54
84,21시 2구간,159.81
85,21시 3구간,160.06
86,21시 4구간,160.28
87,22시 1구간,160.5
88,22시 2구간,160.69
89,22시 3구간,160.87
90,22시 4구간,161.03
91,23시 1구간,157.92
92,23시 2구간,156.89
93,23시 3구간,158.41
94,23시 4구간,140.08
95,24시 1구간,138.6
96,24시 2구간,138.6
97,24시 3구간,138.6
98,24시 4구간,138.6
