,시간,04-26 (금)
0,최대,158.34
1,최소,-79.32
2,가중평균,142.02
3,01시 1구간,158.34
4,01시 2구간,158.34
5,01시 3구간,158.34
6,01시 4구간,155.67
7,02시 1구간,118.84
8,02시 2구간,118.84
9,02시 3구간,118.84
10,02시 4구간,118.84
11,03시 1구간,115.89
12,03시 2구간,115.89
13,03시 3구간,115.89
14,03시 4구간,115.89
15,04시 1구간,113.96
16,04시 2구간,113.96
17,04시 3구간,113.96
18,04시 4구간,113.96
19,05시 1구간,113.96
20,05시 2구간,113.96
21,05시 3구간,113.96
22,05시 4구간,113.96
23,06시 1구간,116.18
24,06시 2구간,116.18
25,06시 3구간,116.18
26,06시 4구간,116.18
27,07시 1구간,155.67
28,07시 2구간,155.67
29,07시 3구간,155.67
30,07시 4구간,142.42
31,08시 1구간,156.32
32,08시 2구간,156.31
33,08시 3구간,156.31
34,08시 4구간,156.33
35,09시 1구간,155.77
36,09시 2구간,155.76
37,09시 3구간,155.75
38,09시 4구간,155.62
39,10시 1구간,155.62
40,10시 2구간,155.62
41,10시 3구간,155.62
42,10시 4구간,155.62
43,11시 1구간,155.07
44,11시 2구간,155.07
45,11시 3구간,155.07
46,11시 4구간,143.02
47,12시 1구간,142.94
48,12시 2구간,142.94
49,12시 3구간,142.94
50,12시 4구간,142.94
51,13시 1구간,135.42
52,13시 2구간,135.42
53,13시 3구간,135.42
54,13시 4구간,135.42
55,14시 1구간,142.58
56,14시 2구간,142.58
57,14시 3구간,142.58
58,14시 4구간,142.58
59,15시 1구간,142.58
60,15시 2구간,142.58
61,15시 3구간,142.58
62,15시 4구간,142.58
63,16시 1구간,136.02
64,16시 2구간,136.02
65,16시 3구간,-79.32
66,16시 4구간,148.76
67,17시 1구간,142.45
68,17시 2구간,150.74
69,17시 3구간,157.27
70,17시 4구간,154.66
71,18시 1구간,154.66
72,18시 2구간,154.66
73,18시 3구간,154.66
74,18시 4구간,154.66
75,19시 1구간,155.05
76,19시 2구간,155.05
77,19시 3구간,147.27
78,19시 4구간,152.28
79,20시 1구간,156.5
80,20시 2구간,154.8
81,20시 3구간,154.8
82,20시 4구간,154.8
83,21시 1구간,154.8
84,21시 2구간,154.8
85,21시 3구간,154.8
86,21시 4구간,154.8
87,22시 1구간,154.93
88,22시 2구간,154.93
89,22시 3구간,154.93
90,22시 4구간,154.93
91,23시 1구간,154.93
92,23시 2구간,154.93
93,23시 3구간,154.93
94,23시 4구간,154.93
95,24시 1구간,154.93
96,24시 2구간,154.93
97,24시 3구간,154.93
98,24시 4구간,154.93
