,시간,05-29 (수)
0,최대,155.16
1,최소,0.0
2,가중평균,134.33
3,01시 1구간,0.0
4,01시 2구간,110.27
5,01시 3구간,110.27
6,01시 4구간,110.27
7,02시 1구간,142.24
8,02시 2구간,141.48
9,02시 3구간,112.13
10,02시 4구간,112.13
11,03시 1구간,101.54
12,03시 2구간,101.54
13,03시 3구간,101.54
14,03시 4구간,101.54
15,04시 1구간,98.64
16,04시 2구간,98.64
17,04시 3구간,98.64
18,04시 4구간,98.64
19,05시 1구간,101.69
20,05시 2구간,101.69
21,05시 3구간,101.69
22,05시 4구간,101.69
23,06시 1구간,111.13
24,06시 2구간,111.13
25,06시 3구간,111.13
26,06시 4구간,111.13
27,07시 1구간,111.85
28,07시 2구간,111.85
29,07시 3구간,111.85
30,07시 4구간,111.85
31,08시 1구간,119.27
32,08시 2구간,119.27
33,08시 3구간,119.27
34,08시 4구간,119.27
35,09시 1구간,137.41
36,09시 2구간,137.41
37,09시 3구간,137.41
38,09시 4구간,137.41
39,10시 1구간,142.45
40,10시 2구간,142.45
41,10시 3구간,142.45
42,10시 4구간,142.45
43,11시 1구간,144.2
44,11시 2구간,144.2
45,11시 3구간,144.2
46,11시 4구간,144.2
47,12시 1구간,143.87
48,12시 2구간,143.87
49,12시 3구간,143.87
50,12시 4구간,143.87
51,13시 1구간,137.88
52,13시 2구간,137.88
53,13시 3구간,137.88
54,13시 4구간,137.88
55,14시 1구간,138.55
56,14시 2구간,138.55
57,14시 3구간,138.55
58,14시 4구간,138.55
59,15시 1구간,144.54
60,15시 2구간,144.54
61,15시 3구간,144.54
62,15시 4구간,144.54
63,16시 1구간,138.67
64,16시 2구간,138.67
65,16시 3구간,148.22
66,16시 4구간,148.23
67,17시 1구간,155.16
68,17시 2구간,155.16
69,17시 3구간,151.87
70,17시 4구간,148.62
71,18시 1구간,150.87
72,18시 2구간,150.87
73,18시 3구간,150.87
74,18시 4구간,150.87
75,19시 1구간,148.81
76,19시 2구간,148.81
77,19시 3구간,148.81
78,19시 4구간,148.81
79,20시 1구간,150.65
80,20시 2구간,150.65
81,20시 3구간,150.65
82,20시 4구간,150.65
83,21시 1구간,150.31
84,21시 2구간,150.31
85,21시 3구간,150.31
86,21시 4구간,150.31
87,22시 1구간,150.87
88,22시 2구간,150.87
89,22시 3구간,150.87
90,22시 4구간,150.87
91,23시 1구간,151.4
92,23시 2구간,151.4
93,23시 3구간,151.4
94,23시 4구간,151.93
95,24시 1구간,151.58
96,24시 2구간,151.58
97,24시 3구간,151.58
98,24시 4구간,147.78
