,시간,10-22 (화)
0,최대,221.26
1,최소,0.0
2,가중평균,150.0
3,01시 1구간,105.75
4,01시 2구간,105.75
5,01시 3구간,105.75
6,01시 4구간,156.38
7,02시 1구간,105.75
8,02시 2구간,105.75
9,02시 3구간,105.75
10,02시 4구간,105.75
11,03시 1구간,216.99
12,03시 2구간,214.43
13,03시 3구간,214.26
14,03시 4구간,212.93
15,04시 1구간,209.55
16,04시 2구간,209.68
17,04시 3구간,209.55
18,04시 4구간,209.32
19,05시 1구간,219.19
20,05시 2구간,219.19
21,05시 3구간,209.55
22,05시 4구간,221.26
23,06시 1구간,105.75
24,06시 2구간,105.75
25,06시 3구간,105.75
26,06시 4구간,152.26
27,07시 1구간,155.4
28,07시 2구간,155.87
29,07시 3구간,155.3
30,07시 4구간,155.4
31,08시 1구간,156.14
32,08시 2구간,218.72
33,08시 3구간,152.49
34,08시 4구간,155.78
35,09시 1구간,155.63
36,09시 2구간,155.82
37,09시 3구간,0.0
38,09시 4구간,137.72
39,10시 1구간,138.92
40,10시 2구간,138.92
41,10시 3구간,199.25
42,10시 4구간,138.92
43,11시 1구간,148.56
44,11시 2구간,148.56
45,11시 3구간,148.56
46,11시 4구간,148.56
47,12시 1구간,153.34
48,12시 2구간,153.37
49,12시 3구간,153.4
50,12시 4구간,154.54
51,13시 1구간,138.73
52,13시 2구간,138.73
53,13시 3구간,138.73
54,13시 4구간,138.73
55,14시 1구간,154.49
56,14시 2구간,154.42
57,14시 3구간,154.42
58,14시 4구간,154.77
59,15시 1구간,155.93
60,15시 2구간,156.13
61,15시 3구간,157.57
62,15시 4구간,155.69
63,16시 1구간,156.45
64,16시 2구간,155.82
65,16시 3구간,155.4
66,16시 4구간,155.88
67,17시 1구간,155.32
68,17시 2구간,155.43
69,17시 3구간,155.82
70,17시 4구간,156.02
71,18시 1구간,156.43
72,18시 2구간,156.76
73,18시 3구간,157.66
74,18시 4구간,157.74
75,19시 1구간,216.99
76,19시 2구간,219.19
77,19시 3구간,219.19
78,19시 4구간,221.23
79,20시 1구간,216.99
80,20시 2구간,158.52
81,20시 3구간,158.0
82,20시 4구간,205.55
83,21시 1구간,0.0
84,21시 2구간,133.72
85,21시 3구간,133.72
86,21시 4구간,133.72
87,22시 1구간,106.92
88,22시 2구간,106.92
89,22시 3구간,106.92
90,22시 4구간,106.92
91,23시 1구간,99.86
92,23시 2구간,99.86
93,23시 3구간,99.86
94,23시 4구간,99.86
95,24시 1구간,99.86
96,24시 2구간,99.86
97,24시 3구간,99.86
98,24시 4구간,99.86
