,시간,10-18 (금)
0,최대,156.83
1,최소,98.74
2,가중평균,133.5
3,01시 1구간,116.77
4,01시 2구간,116.77
5,01시 3구간,116.77
6,01시 4구간,116.77
7,02시 1구간,104.4
8,02시 2구간,104.4
9,02시 3구간,104.4
10,02시 4구간,104.4
11,03시 1구간,104.46
12,03시 2구간,104.46
13,03시 3구간,104.46
14,03시 4구간,104.46
15,04시 1구간,98.74
16,04시 2구간,98.74
17,04시 3구간,98.74
18,04시 4구간,98.74
19,05시 1구간,104.46
20,05시 2구간,104.46
21,05시 3구간,104.46
22,05시 4구간,104.46
23,06시 1구간,104.46
24,06시 2구간,104.46
25,06시 3구간,104.46
26,06시 4구간,104.46
27,07시 1구간,104.77
28,07시 2구간,104.77
29,07시 3구간,104.77
30,07시 4구간,104.77
31,08시 1구간,105.64
32,08시 2구간,105.64
33,08시 3구간,105.64
34,08시 4구간,105.64
35,09시 1구간,153.11
36,09시 2구간,153.11
37,09시 3구간,153.11
38,09시 4구간,153.11
39,10시 1구간,153.43
40,10시 2구간,153.43
41,10시 3구간,153.43
42,10시 4구간,153.43
43,11시 1구간,153.27
44,11시 2구간,153.27
45,11시 3구간,153.27
46,11시 4구간,153.27
47,12시 1구간,153.11
48,12시 2구간,153.11
49,12시 3구간,153.11
50,12시 4구간,153.11
51,13시 1구간,138.17
52,13시 2구간,138.17
53,13시 3구간,138.17
54,13시 4구간,138.17
55,14시 1구간,152.95
56,14시 2구간,152.95
57,14시 3구간,143.55
58,14시 4구간,143.55
59,15시 1구간,143.57
60,15시 2구간,143.57
61,15시 3구간,143.57
62,15시 4구간,143.57
63,16시 1구간,143.57
64,16시 2구간,152.95
65,16시 3구간,152.95
66,16시 4구간,152.95
67,17시 1구간,152.95
68,17시 2구간,152.95
69,17시 3구간,152.95
70,17시 4구간,152.95
71,18시 1구간,156.61
72,18시 2구간,156.61
73,18시 3구간,156.61
74,18시 4구간,156.61
75,19시 1구간,156.83
76,19시 2구간,156.83
77,19시 3구간,156.83
78,19시 4구간,156.83
79,20시 1구간,155.8
80,20시 2구간,155.8
81,20시 3구간,155.8
82,20시 4구간,155.8
83,21시 1구간,155.8
84,21시 2구간,155.8
85,21시 3구간,155.8
86,21시 4구간,155.8
87,22시 1구간,105.58
88,22시 2구간,105.58
89,22시 3구간,105.58
90,22시 4구간,105.58
91,23시 1구간,105.37
92,23시 2구간,105.37
93,23시 3구간,105.37
94,23시 4구간,105.37
95,24시 1구간,105.11
96,24시 2구간,105.11
97,24시 3구간,105.11
98,24시 4구간,105.11
