,시간,04-12 (금)
0,최대,250.02
1,최소,87.57
2,가중평균,123.36
3,01시 1구간,101.85
4,01시 2구간,101.85
5,01시 3구간,101.85
6,01시 4구간,101.85
7,02시 1구간,163.3
8,02시 2구간,163.03
9,02시 3구간,162.91
10,02시 4구간,162.32
11,03시 1구간,162.26
12,03시 2구간,162.01
13,03시 3구간,161.16
14,03시 4구간,161.69
15,04시 1구간,161.51
16,04시 2구간,161.33
17,04시 3구간,161.72
18,04시 4구간,160.51
19,05시 1구간,87.57
20,05시 2구간,87.57
21,05시 3구간,87.57
22,05시 4구간,146.74
23,06시 1구간,146.74
24,06시 2구간,146.74
25,06시 3구간,146.74
26,06시 4구간,146.74
27,07시 1구간,146.74
28,07시 2구간,146.74
29,07시 3구간,102.01
30,07시 4구간,250.02
31,08시 1구간,146.56
32,08시 2구간,101.85
33,08시 3구간,101.85
34,08시 4구간,101.85
35,09시 1구간,137.41
36,09시 2구간,137.41
37,09시 3구간,137.41
38,09시 4구간,137.41
39,10시 1구간,148.26
40,10시 2구간,148.26
41,10시 3구간,148.26
42,10시 4구간,148.26
43,11시 1구간,142.3
44,11시 2구간,142.3
45,11시 3구간,142.3
46,11시 4구간,142.3
47,12시 1구간,142.3
48,12시 2구간,142.3
49,12시 3구간,142.3
50,12시 4구간,142.3
51,13시 1구간,119.09
52,13시 2구간,119.09
53,13시 3구간,119.09
54,13시 4구간,119.09
55,14시 1구간,119.09
56,14시 2구간,119.09
57,14시 3구간,119.09
58,14시 4구간,119.09
59,15시 1구간,119.09
60,15시 2구간,119.09
61,15시 3구간,119.09
62,15시 4구간,119.09
63,16시 1구간,119.09
64,16시 2구간,119.09
65,16시 3구간,119.09
66,16시 4구간,119.09
67,17시 1구간,116.23
68,17시 2구간,116.23
69,17시 3구간,116.23
70,17시 4구간,116.23
71,18시 1구간,97.41
72,18시 2구간,97.41
73,18시 3구간,97.41
74,18시 4구간,97.41
75,19시 1구간,98.42
76,19시 2구간,98.42
77,19시 3구간,98.42
78,19시 4구간,98.42
79,20시 1구간,99.08
80,20시 2구간,99.08
81,20시 3구간,99.08
82,20시 4구간,99.08
83,21시 1구간,99.18
84,21시 2구간,99.18
85,21시 3구간,99.18
86,21시 4구간,99.18
87,22시 1구간,99.44
88,22시 2구간,99.44
89,22시 3구간,99.44
90,22시 4구간,99.44
91,23시 1구간,99.29
92,23시 2구간,162.67
93,23시 3구간,99.29
94,23시 4구간,99.29
95,24시 1구간,99.98
96,24시 2구간,99.98
97,24시 3구간,99.98
98,24시 4구간,99.98
