,시간,10-17 (목)
0,최대,205.91
1,최소,0.0
2,가중평균,134.55
3,01시 1구간,101.52
4,01시 2구간,101.52
5,01시 3구간,0.0
6,01시 4구간,101.52
7,02시 1구간,205.91
8,02시 2구간,203.78
9,02시 3구간,92.34
10,02시 4구간,92.34
11,03시 1구간,92.29
12,03시 2구간,92.29
13,03시 3구간,92.29
14,03시 4구간,92.29
15,04시 1구간,92.27
16,04시 2구간,92.27
17,04시 3구간,92.27
18,04시 4구간,92.27
19,05시 1구간,92.34
20,05시 2구간,92.34
21,05시 3구간,92.34
22,05시 4구간,92.34
23,06시 1구간,100.76
24,06시 2구간,100.76
25,06시 3구간,100.76
26,06시 4구간,100.76
27,07시 1구간,101.05
28,07시 2구간,101.05
29,07시 3구간,101.05
30,07시 4구간,101.05
31,08시 1구간,125.6
32,08시 2구간,125.6
33,08시 3구간,125.6
34,08시 4구간,125.6
35,09시 1구간,138.75
36,09시 2구간,138.75
37,09시 3구간,138.75
38,09시 4구간,138.75
39,10시 1구간,153.61
40,10시 2구간,153.61
41,10시 3구간,153.61
42,10시 4구간,153.61
43,11시 1구간,153.61
44,11시 2구간,153.61
45,11시 3구간,153.61
46,11시 4구간,153.61
47,12시 1구간,153.49
48,12시 2구간,153.49
49,12시 3구간,153.49
50,12시 4구간,153.49
51,13시 1구간,153.49
52,13시 2구간,153.49
53,13시 3구간,153.49
54,13시 4구간,153.49
55,14시 1구간,153.75
56,14시 2구간,153.75
57,14시 3구간,153.75
58,14시 4구간,153.75
59,15시 1구간,153.75
60,15시 2구간,153.75
61,15시 3구간,153.75
62,15시 4구간,153.75
63,16시 1구간,155.6
64,16시 2구간,155.6
65,16시 3구간,155.6
66,16시 4구간,155.6
67,17시 1구간,155.6
68,17시 2구간,155.6
69,17시 3구간,155.6
70,17시 4구간,155.6
71,18시 1구간,155.77
72,18시 2구간,155.77
73,18시 3구간,155.77
74,18시 4구간,155.77
75,19시 1구간,155.77
76,19시 2구간,155.77
77,19시 3구간,155.77
78,19시 4구간,155.77
79,20시 1구간,155.77
80,20시 2구간,155.77
81,20시 3구간,155.77
82,20시 4구간,155.77
83,21시 1구간,155.77
84,21시 2구간,155.77
85,21시 3구간,155.77
86,21시 4구간,135.86
87,22시 1구간,129.25
88,22시 2구간,129.25
89,22시 3구간,129.25
90,22시 4구간,129.25
91,23시 1구간,105.24
92,23시 2구간,105.24
93,23시 3구간,105.24
94,23시 4구간,105.24
95,24시 1구간,105.24
96,24시 2구간,105.24
97,24시 3구간,105.24
98,24시 4구간,105.24
