,시간,04-29 (월)
0,최대,188.25
1,최소,92.37
2,가중평균,141.61
3,01시 1구간,160.78
4,01시 2구간,160.78
5,01시 3구간,97.91
6,01시 4구간,97.91
7,02시 1구간,92.37
8,02시 2구간,92.37
9,02시 3구간,92.37
10,02시 4구간,92.37
11,03시 1구간,92.37
12,03시 2구간,92.37
13,03시 3구간,92.37
14,03시 4구간,92.37
15,04시 1구간,92.37
16,04시 2구간,92.37
17,04시 3구간,92.37
18,04시 4구간,92.37
19,05시 1구간,101.4
20,05시 2구간,101.4
21,05시 3구간,101.4
22,05시 4구간,101.4
23,06시 1구간,101.4
24,06시 2구간,101.4
25,06시 3구간,101.4
26,06시 4구간,101.4
27,07시 1구간,101.4
28,07시 2구간,101.4
29,07시 3구간,101.4
30,07시 4구간,101.4
31,08시 1구간,115.35
32,08시 2구간,115.35
33,08시 3구간,115.35
34,08시 4구간,115.35
35,09시 1구간,157.67
36,09시 2구간,157.67
37,09시 3구간,157.67
38,09시 4구간,157.67
39,10시 1구간,157.46
40,10시 2구간,157.46
41,10시 3구간,157.46
42,10시 4구간,157.46
43,11시 1구간,161.87
44,11시 2구간,188.25
45,11시 3구간,188.25
46,11시 4구간,188.25
47,12시 1구간,150.98
48,12시 2구간,150.98
49,12시 3구간,150.98
50,12시 4구간,150.98
51,13시 1구간,148.12
52,13시 2구간,148.12
53,13시 3구간,148.12
54,13시 4구간,148.12
55,14시 1구간,151.1
56,14시 2구간,151.1
57,14시 3구간,151.1
58,14시 4구간,151.1
59,15시 1구간,158.03
60,15시 2구간,158.03
61,15시 3구간,158.03
62,15시 4구간,158.03
63,16시 1구간,162.45
64,16시 2구간,162.45
65,16시 3구간,162.45
66,16시 4구간,162.45
67,17시 1구간,162.45
68,17시 2구간,162.45
69,17시 3구간,162.45
70,17시 4구간,162.45
71,18시 1구간,149.22
72,18시 2구간,149.22
73,18시 3구간,152.55
74,18시 4구간,152.55
75,19시 1구간,153.1
76,19시 2구간,153.1
77,19시 3구간,153.1
78,19시 4구간,153.1
79,20시 1구간,153.65
80,20시 2구간,153.65
81,20시 3구간,153.65
82,20시 4구간,153.65
83,21시 1구간,153.32
84,21시 2구간,153.32
85,21시 3구간,153.32
86,21시 4구간,153.32
87,22시 1구간,162.45
88,22시 2구간,162.45
89,22시 3구간,162.45
90,22시 4구간,162.45
91,23시 1구간,153.7
92,23시 2구간,153.7
93,23시 3구간,153.7
94,23시 4구간,149.75
95,24시 1구간,149.75
96,24시 2구간,151.78
97,24시 3구간,155.29
98,24시 4구간,155.29
