,시간,09-21 (토)
0,최대,163.08
1,최소,107.05
2,가중평균,146.85
3,01시 1구간,161.68
4,01시 2구간,142.31
5,01시 3구간,142.31
6,01시 4구간,142.31
7,02시 1구간,137.52
8,02시 2구간,137.52
9,02시 3구간,137.52
10,02시 4구간,137.52
11,03시 1구간,137.46
12,03시 2구간,137.46
13,03시 3구간,137.46
14,03시 4구간,137.46
15,04시 1구간,107.06
16,04시 2구간,107.06
17,04시 3구간,107.06
18,04시 4구간,107.06
19,05시 1구간,107.06
20,05시 2구간,107.06
21,05시 3구간,107.06
22,05시 4구간,107.06
23,06시 1구간,107.06
24,06시 2구간,107.06
25,06시 3구간,107.06
26,06시 4구간,107.06
27,07시 1구간,107.05
28,07시 2구간,107.05
29,07시 3구간,107.05
30,07시 4구간,107.05
31,08시 1구간,141.94
32,08시 2구간,141.94
33,08시 3구간,141.94
34,08시 4구간,141.94
35,09시 1구간,147.92
36,09시 2구간,147.92
37,09시 3구간,161.1
38,09시 4구간,161.1
39,10시 1구간,160.94
40,10시 2구간,160.94
41,10시 3구간,160.94
42,10시 4구간,149.8
43,11시 1구간,152.75
44,11시 2구간,152.75
45,11시 3구간,152.75
46,11시 4구간,152.75
47,12시 1구간,160.77
48,12시 2구간,160.77
49,12시 3구간,160.77
50,12시 4구간,160.77
51,13시 1구간,160.77
52,13시 2구간,160.77
53,13시 3구간,160.77
54,13시 4구간,160.77
55,14시 1구간,160.77
56,14시 2구간,160.77
57,14시 3구간,160.77
58,14시 4구간,160.77
59,15시 1구간,160.77
60,15시 2구간,160.77
61,15시 3구간,160.77
62,15시 4구간,160.77
63,16시 1구간,142.94
64,16시 2구간,142.94
65,16시 3구간,142.94
66,16시 4구간,142.94
67,17시 1구간,142.88
68,17시 2구간,142.88
69,17시 3구간,142.88
70,17시 4구간,142.88
71,18시 1구간,162.19
72,18시 2구간,162.19
73,18시 3구간,162.19
74,18시 4구간,162.19
75,19시 1구간,162.75
76,19시 2구간,162.75
77,19시 3구간,162.75
78,19시 4구간,162.75
79,20시 1구간,162.92
80,20시 2구간,162.92
81,20시 3구간,162.92
82,20시 4구간,162.92
83,21시 1구간,162.83
84,21시 2구간,162.83
85,21시 3구간,162.83
86,21시 4구간,162.83
87,22시 1구간,163.08
88,22시 2구간,163.08
89,22시 3구간,142.77
90,22시 4구간,142.77
91,23시 1구간,142.76
92,23시 2구간,142.76
93,23시 3구간,142.76
94,23시 4구간,142.76
95,24시 1구간,142.94
96,24시 2구간,142.94
97,24시 3구간,142.94
98,24시 4구간,142.94
