,시간,08-25 (일)
0,최대,160.99
1,최소,107.29
2,가중평균,141.46
3,01시 1구간,158.89
4,01시 2구간,158.89
5,01시 3구간,140.48
6,01시 4구간,140.48
7,02시 1구간,107.61
8,02시 2구간,107.61
9,02시 3구간,107.61
10,02시 4구간,107.61
11,03시 1구간,107.61
12,03시 2구간,107.61
13,03시 3구간,107.61
14,03시 4구간,107.61
15,04시 1구간,107.29
16,04시 2구간,107.29
17,04시 3구간,107.29
18,04시 4구간,107.29
19,05시 1구간,107.29
20,05시 2구간,107.29
21,05시 3구간,107.29
22,05시 4구간,107.29
23,06시 1구간,107.4
24,06시 2구간,107.4
25,06시 3구간,107.4
26,06시 4구간,107.4
27,07시 1구간,107.61
28,07시 2구간,107.61
29,07시 3구간,107.61
30,07시 4구간,107.61
31,08시 1구간,143.57
32,08시 2구간,143.57
33,08시 3구간,143.57
34,08시 4구간,143.57
35,09시 1구간,141.87
36,09시 2구간,141.87
37,09시 3구간,141.87
38,09시 4구간,141.87
39,10시 1구간,144.13
40,10시 2구간,144.13
41,10시 3구간,144.13
42,10시 4구간,144.13
43,11시 1구간,144.13
44,11시 2구간,144.13
45,11시 3구간,144.13
46,11시 4구간,144.13
47,12시 1구간,144.13
48,12시 2구간,144.13
49,12시 3구간,144.13
50,12시 4구간,144.13
51,13시 1구간,144.76
52,13시 2구간,144.76
53,13시 3구간,144.76
54,13시 4구간,144.76
55,14시 1구간,159.01
56,14시 2구간,159.01
57,14시 3구간,159.01
58,14시 4구간,159.01
59,15시 1구간,148.25
60,15시 2구간,148.25
61,15시 3구간,148.25
62,15시 4구간,148.25
63,16시 1구간,144.76
64,16시 2구간,144.76
65,16시 3구간,144.76
66,16시 4구간,144.76
67,17시 1구간,144.73
68,17시 2구간,144.73
69,17시 3구간,144.73
70,17시 4구간,144.73
71,18시 1구간,144.74
72,18시 2구간,144.74
73,18시 3구간,144.74
74,18시 4구간,144.74
75,19시 1구간,147.59
76,19시 2구간,147.59
77,19시 3구간,147.59
78,19시 4구간,158.33
79,20시 1구간,160.08
80,20시 2구간,160.08
81,20시 3구간,160.08
82,20시 4구간,160.08
83,21시 1구간,160.67
84,21시 2구간,160.67
85,21시 3구간,160.67
86,21시 4구간,160.67
87,22시 1구간,160.74
88,22시 2구간,160.74
89,22시 3구간,160.74
90,22시 4구간,160.74
91,23시 1구간,160.99
92,23시 2구간,160.99
93,23시 3구간,160.99
94,23시 4구간,160.99
95,24시 1구간,160.99
96,24시 2구간,142.22
97,24시 3구간,142.22
98,24시 4구간,142.22
